n_ac_risk_impacts,project_name,n_risks,n_mitigations_per_risk,n_mitigations,n_ac_impacts_per_risk,project_id,n_activities,n_penalties,A-total-investment,B-total-investment,C-total-investment,D-total-investment,activities_impact_cost,algorithm,algorithm_gap,algorithm_lb,baseline_cost,best_sol_iter,best_sol_time,crashing_cost,execution_master,execution_separation,execution_time,gap,investment_level,investment_limit,mitigations_cost,n_crashing_activities,n_iterations,n_materialized_risks,n_mitigations,penalties_cost,project,topology,total_cost,total_investment,unc_budget,unc_budget_level,uncertainty_cost
48,SP-psplib_j1650_1.mm-psplib_j1635_4.mm-psplib_j1635_1.mm-psplib_j1617_3.mm,16,1.0,16,3.0,SP,64,4,144.0,78.0,58.0,72.0,300.0,Min-Max,0.0,1189.0,530.0,103,1214.11686587,174.0,1195.75466871,20.1932885647,1216.03231788,0.0,100%,907.0,178.0,20,104,12,11,7.0,SP-psplib_j1650_1.mm-psplib_j1635_4.mm-psplib_j1635_1.mm-psplib_j1617_3.mm,Diamond,1189.0,352.0,823.8,60%,812.0
48,SP-psplib_j1655_5.mm-psplib_j1656_7.mm-psplib_j1645_8.mm-psplib_j1623_4.mm,16,1.0,16,3.0,SP,64,4,112.0,22.0,48.0,117.0,219.0,Min-Max,0.0188679245283,1007.0,495.0,99,1874.79844213,113.0,3633.06394601,22.7843046188,3655.94174504,0.0,100%,852.0,186.0,13,124,12,9,13.0,SP-psplib_j1655_5.mm-psplib_j1656_7.mm-psplib_j1645_8.mm-psplib_j1623_4.mm,Diamond,1026.0,299.0,805.8,60%,801.0
48,SP-psplib_j1652_9.mm-psplib_j1649_8.mm-psplib_j1632_8.mm-psplib_j1625_4.mm,16,1.0,16,3.0,SP,64,4,125.0,133.0,46.0,53.0,270.0,Min-Max,0.00688468158348,1162.0,505.0,66,589.070290089,148.0,3635.07277894,65.7304894924,3700.89742208,0.0,100%,865.0,209.0,18,126,11,11,38.0,SP-psplib_j1652_9.mm-psplib_j1649_8.mm-psplib_j1632_8.mm-psplib_j1625_4.mm,Diamond,1170.0,357.0,830.4,60%,812.0
48,SP-psplib_j1655_6.mm-psplib_j1622_7.mm-psplib_j1615_6.mm-psplib_j1663_6.mm,16,1.0,16,3.0,SP,64,4,161.0,200.0,125.0,82.0,194.0,Min-Max,3.21675341282e-15,1343.0,529.0,26,77.3703670502,171.0,75.4759142399,2.44085049629,77.9795320034,0.0,100%,939.0,397.0,19,27,9,15,52.0,SP-psplib_j1655_6.mm-psplib_j1622_7.mm-psplib_j1615_6.mm-psplib_j1663_6.mm,Diamond,1343.0,568.0,822.6,60%,743.0
48,SP-psplib_j1630_9.mm-psplib_j1616_3.mm-psplib_j1646_10.mm-psplib_j1618_5.mm,16,1.0,16,3.0,SP,64,4,116.0,227.0,120.0,123.0,210.0,Min-Max,-1.80846741133e-15,1383.0,506.0,93,1018.19113302,215.0,1319.07369423,18.3603777885,1376.67778397,0.0,100%,978.0,371.0,26,104,10,14,81.0,SP-psplib_j1630_9.mm-psplib_j1616_3.mm-psplib_j1646_10.mm-psplib_j1618_5.mm,Diamond,1383.0,586.0,820.2,60%,803.0
48,SP-psplib_j2017_6.mm-psplib_j2041_6.mm-psplib_j2045_2.mm-psplib_j2042_4.mm,16,1.0,16,3.0,SP,80,4,115.0,50.0,36.0,34.0,166.0,Min-Max,0.000950570342205,1052.0,652.0,156,2777.52351213,42.0,3583.42645121,21.6300954819,3605.19114709,0.0,100%,962.0,193.0,5,174,11,10,0,SP-psplib_j2017_6.mm-psplib_j2041_6.mm-psplib_j2045_2.mm-psplib_j2042_4.mm,Diamond,1053.0,235.0,824.4,60%,756.0
48,SP-psplib_j2011_6.mm-psplib_j2061_3.mm-psplib_j2035_9.mm-psplib_j2019_1.mm,16,1.0,16,3.0,SP,80,4,166.0,23.0,20.0,97.0,241.0,Min-Max,0.0,1211.0,664.0,62,545.234411001,116.0,1218.96240687,10.8621447086,1264.46431398,0.0,100%,1009.0,190.0,14,89,11,8,0,SP-psplib_j2011_6.mm-psplib_j2061_3.mm-psplib_j2035_9.mm-psplib_j2019_1.mm,Diamond,1211.0,306.0,783.6,60%,758.0
48,SP-psplib_j2039_9.mm-psplib_j2032_4.mm-psplib_j2035_2.mm-psplib_j2029_6.mm,16,1.0,16,3.0,SP,80,4,82.0,78.0,7.0,8.0,245.0,Min-Max,0.0,1046.0,617.0,58,283.636349201,67.0,576.354027987,9.25107336044,600.942820072,0.0,100%,882.0,108.0,8,80,11,11,9.0,SP-psplib_j2039_9.mm-psplib_j2032_4.mm-psplib_j2035_2.mm-psplib_j2029_6.mm,Diamond,1046.0,175.0,894.0,60%,817.0
48,SP-psplib_j2014_10.mm-psplib_j2047_3.mm-psplib_j2062_6.mm-psplib_j2054_10.mm,16,1.0,16,3.0,SP,80,4,88.0,46.0,62.0,89.0,207.0,Min-Max,0.0,1099.0,607.0,119,3049.64392018,53.0,3035.0220468,17.5018823147,3052.63024616,0.0,100%,948.0,232.0,7,120,11,11,0,SP-psplib_j2014_10.mm-psplib_j2047_3.mm-psplib_j2062_6.mm-psplib_j2054_10.mm,Diamond,1099.0,285.0,802.2,60%,799.0
48,SP-psplib_j2013_1.mm-psplib_j2042_4.mm-psplib_j2049_1.mm-psplib_j2061_2.mm,16,1.0,16,3.0,SP,80,4,104.0,21.0,65.0,45.0,291.0,Min-Max,0.0,1226.0,625.0,54,238.75345993,104.0,225.721291542,14.2625684738,240.0664289,0.0,100%,951.0,131.0,14,55,11,7,75.0,SP-psplib_j2013_1.mm-psplib_j2042_4.mm-psplib_j2049_1.mm-psplib_j2061_2.mm,Diamond,1226.0,235.0,850.2,60%,845.0
48,SP-psplib_j2039_10.mm-psplib_j2037_7.mm-psplib_j2028_1.mm-psplib_j2056_2.mm,16,1.0,16,3.0,SP,80,4,78.0,62.0,45.0,87.0,219.0,Min-Max,0.000891265597148,1122.0,632.0,101,2305.32677603,86.0,3674.70728874,16.8711550236,3691.68828511,0.0,100%,946.0,186.0,10,121,11,12,0,SP-psplib_j2039_10.mm-psplib_j2037_7.mm-psplib_j2028_1.mm-psplib_j2056_2.mm,Diamond,1123.0,272.0,808.8,60%,806.0
48,SP-psplib_j2013_10.mm-psplib_j2021_2.mm-psplib_j2022_3.mm-psplib_j2023_2.mm,16,1.0,16,3.0,SP,80,4,98.0,208.0,125.0,47.0,272.0,Min-Max,0.0,1379.0,624.0,119,1597.52200389,152.0,1568.4382627,32.1563601494,1600.69967604,0.0,100%,1100.0,326.0,18,120,12,9,5.0,SP-psplib_j2013_10.mm-psplib_j2021_2.mm-psplib_j2022_3.mm-psplib_j2023_2.mm,Diamond,1379.0,478.0,796.2,60%,793.0
48,SP-psplib_j2044_6.mm-psplib_j2015_7.mm-psplib_j2014_1.mm-psplib_j2030_3.mm,16,1.0,16,3.0,SP,80,4,65.0,67.0,73.0,124.0,231.0,Min-Max,0.015503875969,1161.0,607.0,65,2783.17750096,89.0,3608.93992281,15.9804823399,3625.01001501,0.0,100%,928.0,240.0,12,71,10,14,12.0,SP-psplib_j2044_6.mm-psplib_j2015_7.mm-psplib_j2014_1.mm-psplib_j2030_3.mm,Diamond,1179.0,329.0,849.6,60%,830.0
48,SP-psplib_j2024_4.mm-psplib_j2010_1.mm-psplib_j2054_4.mm-psplib_j2021_2.mm,16,1.0,16,3.0,SP,80,4,123.0,47.0,96.0,208.0,332.0,Min-Max,0.0113879003559,1405.0,615.0,94,1948.66716003,174.0,3628.37034321,16.7413914204,3645.21589804,0.0,100%,1154.0,300.0,20,118,11,11,0,SP-psplib_j2024_4.mm-psplib_j2010_1.mm-psplib_j2054_4.mm-psplib_j2021_2.mm,Diamond,1421.0,474.0,740.4,60%,734.0
48,SP-psplib_j2025_5.mm-psplib_j2043_6.mm-psplib_j2016_7.mm-psplib_j2030_5.mm,16,1.0,16,3.0,SP,80,4,199.0,94.0,101.0,193.0,257.0,Min-Max,0.025152957172,1471.0,646.0,112,3364.01914501,190.0,3594.93034577,16.5255885124,3611.56117296,0.0,100%,1139.0,397.0,25,116,10,13,18.0000000001,SP-psplib_j2025_5.mm-psplib_j2043_6.mm-psplib_j2016_7.mm-psplib_j2030_5.mm,Diamond,1508.0,587.0,779.4,60%,713.0
60,SP-psplib_j1250_8.mm-psplib_j1241_2.mm-psplib_j1219_2.mm-psplib_j1244_6.mm,20,1.0,20,3.0,SP,48,4,153.0,159.0,73.0,97.0,283.0,Min-Max,0.0246103363413,1219.0,386.0,88,1627.45344186,86.0,3657.71372652,9.18879556656,3666.98027897,0.0,100%,949.0,396.0,10,115,15,15,98.0,SP-psplib_j1250_8.mm-psplib_j1241_2.mm-psplib_j1219_2.mm-psplib_j1244_6.mm,Diamond,1249.0,482.0,1025.4,60%,1024.0
60,SP-psplib_j1249_1.mm-psplib_j1264_3.mm-psplib_j1211_6.mm-psplib_j1243_2.mm,20,1.0,20,3.0,SP,48,4,310.0,56.0,149.0,117.0,421.0,Min-Max,0.00707130229817,1697.0,371.0,107,1050.82380986,109.0,3601.38761544,22.6734042168,3624.15939403,0.0,100%,1173.0,523.0,15,173,13,15,285.0,SP-psplib_j1249_1.mm-psplib_j1264_3.mm-psplib_j1211_6.mm-psplib_j1243_2.mm,Diamond,1709.0,632.0,1022.4,60%,986.0
60,SP-psplib_j1217_6.mm-psplib_j1210_4.mm-psplib_j1223_3.mm-psplib_j129_6.mm,20,1.0,20,3.0,SP,48,4,240.0,107.0,92.0,78.0,244.0,Min-Max,0.0231164383562,1168.0,397.0,109,1781.76037288,121.0,3617.84923005,17.2368106842,3635.17286301,0.0,100%,982.0,396.0,13,143,14,16,37.0,SP-psplib_j1217_6.mm-psplib_j1210_4.mm-psplib_j1223_3.mm-psplib_j129_6.mm,Diamond,1195.0,517.0,986.4,60%,986.0
60,SP-psplib_j1212_6.mm-psplib_j1225_7.mm-psplib_j1253_10.mm-psplib_j1263_3.mm,20,1.0,20,3.0,SP,48,4,166.0,112.0,179.0,167.0,277.0,Min-Max,0.00792682926829,1640.0,364.0,137,2486.26161504,152.0,3615.79815745,16.2719812393,3632.16375208,0.0,100%,850.0,472.0,19,162,12,19,388.0,SP-psplib_j1212_6.mm-psplib_j1225_7.mm-psplib_j1253_10.mm-psplib_j1263_3.mm,Diamond,1653.0,624.0,1044.6,60%,1035.0
60,SP-psplib_j1249_8.mm-psplib_j1230_4.mm-psplib_j1227_2.mm-psplib_j1262_10.mm,20,1.0,20,3.0,SP,48,4,169.0,166.0,206.0,106.0,325.0,Min-Max,0.0391227030231,1687.0,367.0,118,2829.66248488,197.0,3628.9101212,18.324972868,3647.31943107,0.0,100%,937.0,450.0,24,132,13,16,414.0,SP-psplib_j1249_8.mm-psplib_j1230_4.mm-psplib_j1227_2.mm-psplib_j1262_10.mm,Diamond,1753.0,647.0,1016.4,60%,1016.0
60,SP-psplib_j1238_5.mm-psplib_j1242_10.mm-psplib_j1229_6.mm-psplib_j1210_1.mm,20,1.0,20,3.0,SP,48,4,128.0,63.0,88.0,118.0,230.0,Min-Max,0.0,999.0,372.0,37,154.62649703,94.0,308.122674465,4.16739559174,327.482093096,0.0,100%,836.0,303.0,12,51,13,16,0,SP-psplib_j1238_5.mm-psplib_j1242_10.mm-psplib_j1229_6.mm-psplib_j1210_1.mm,Diamond,999.0,397.0,1069.8,60%,1038.0
60,SP-psplib_j1264_10.mm-psplib_j1255_10.mm-psplib_j1220_10.mm-psplib_j1255_5.mm,20,1.0,20,3.0,SP,48,4,237.0,142.0,137.0,22.0,400.0,Min-Max,0.0386206896552,1450.0,403.0,50,345.502537012,132.0,3584.37066746,16.913228035,3601.36548305,0.0,100%,970.0,406.0,15,124,13,14,165.0,SP-psplib_j1264_10.mm-psplib_j1255_10.mm-psplib_j1220_10.mm-psplib_j1255_5.mm,Diamond,1506.0,538.0,1066.8,60%,1021.0
60,SP-psplib_j1240_3.mm-psplib_j1233_5.mm-psplib_j1227_8.mm-psplib_j1221_10.mm,20,1.0,20,3.0,SP,48,4,241.0,181.0,14.0,110.0,291.0,Min-Max,0.0154258886653,1491.0,388.0,109,1135.26141906,94.0,3624.21386433,16.857613802,3641.17122316,0.0,100%,876.0,452.0,11,175,13,16,289.0,SP-psplib_j1240_3.mm-psplib_j1233_5.mm-psplib_j1227_8.mm-psplib_j1221_10.mm,Diamond,1514.0,546.0,1005.0,60%,1004.0
60,SP-psplib_j1230_6.mm-psplib_j1225_6.mm-psplib_j1223_8.mm-psplib_j1262_3.mm,20,1.0,20,3.0,SP,48,4,217.0,149.0,118.0,26.0,348.0,Min-Max,0.0,1352.0,379.0,181,2086.41558003,100.0,2073.20671153,15.1142172813,2088.439955,0.0,100%,986.0,410.0,11,182,14,14,115.0,SP-psplib_j1230_6.mm-psplib_j1225_6.mm-psplib_j1223_8.mm-psplib_j1262_3.mm,Diamond,1352.0,510.0,1056.6,60%,1038.0
60,SP-psplib_j1263_4.mm-psplib_j1231_4.mm-psplib_j1257_5.mm-psplib_j1235_8.mm,20,1.0,20,3.0,SP,48,4,118.0,94.0,54.0,120.0,180.0,Min-Max,-1.07274998718e-14,922.0,342.0,57,289.478487015,68.0,1202.65787506,9.12992310524,1244.62806892,0.0,100%,719.0,318.0,9,102,13,17,14.0,SP-psplib_j1263_4.mm-psplib_j1231_4.mm-psplib_j1257_5.mm-psplib_j1235_8.mm,Diamond,922.0,386.0,980.4,60%,940.0
60,SP-psplib_j1654_6.mm-psplib_j1616_8.mm-psplib_j1638_7.mm-psplib_j1644_10.mm,20,1.0,20,3.0,SP,64,4,172.0,86.0,56.0,21.0,260.0,Min-Max,0.00598802395209,1169.0,520.0,109,2584.22547984,23.0,3593.34983039,14.1366736889,3607.58108592,0.0,100%,1047.0,312.0,3,123,14,13,61.0,SP-psplib_j1654_6.mm-psplib_j1616_8.mm-psplib_j1638_7.mm-psplib_j1644_10.mm,Diamond,1176.0,335.0,1002.0,60%,1001.0
60,SP-psplib_j1660_5.mm-psplib_j1614_7.mm-psplib_j1626_4.mm-psplib_j1611_7.mm,20,1.0,20,3.0,SP,64,4,160.0,110.0,176.0,364.0,278.0,Min-Max,0.0203073545554,1822.0,482.0,86,1475.34254694,229.0,3635.25023365,23.5450377464,3658.88968086,0.0,100%,1117.0,581.0,28,122,13,19,289.0,SP-psplib_j1660_5.mm-psplib_j1614_7.mm-psplib_j1626_4.mm-psplib_j1611_7.mm,Diamond,1859.0,810.0,1032.0,60%,1032.0
60,SP-psplib_j1660_1.mm-psplib_j169_3.mm-psplib_j1632_9.mm-psplib_j1610_7.mm,20,1.0,20,3.0,SP,64,4,154.0,126.0,42.0,112.0,366.0,Min-Max,0.0157109190888,1273.0,493.0,164,3620.27453399,147.0,3594.25308156,28.8031451702,3623.16997504,0.0,100%,1016.0,287.0,18,165,14,13,0,SP-psplib_j1660_1.mm-psplib_j169_3.mm-psplib_j1632_9.mm-psplib_j1610_7.mm,Diamond,1293.0,434.0,1034.4,60%,1032.0
60,SP-psplib_j1653_1.mm-psplib_j1627_1.mm-psplib_j1646_6.mm-psplib_j1637_5.mm,20,1.0,20,3.0,SP,64,4,102.0,43.0,76.0,8.0,325.0,Min-Max,0.0193661971831,1136.0,530.0,86,1763.07827902,117.0,3648.6337328,18.67882061,3667.401191,0.0,100%,962.0,112.0,15,110,14,13,74.0,SP-psplib_j1653_1.mm-psplib_j1627_1.mm-psplib_j1646_6.mm-psplib_j1637_5.mm,Diamond,1158.0,229.0,1020.0,60%,1014.0
60,SP-psplib_j1629_7.mm-psplib_j1650_7.mm-psplib_j1651_1.mm-psplib_j1644_3.mm,20,1.0,20,3.0,SP,64,4,163.0,205.0,56.0,45.0,302.0,Min-Max,0.0190735694823,1468.0,520.0,88,1162.19253802,142.0,3609.07384562,28.213903904,3637.39146304,0.0,100%,929.0,327.0,18,135,12,16,205.0,SP-psplib_j1629_7.mm-psplib_j1650_7.mm-psplib_j1651_1.mm-psplib_j1644_3.mm,Diamond,1496.0,469.0,1026.0,60%,992.0
60,SP-psplib_j1617_10.mm-psplib_j1615_5.mm-psplib_j1662_1.mm-psplib_j1653_3.mm,20,1.0,20,3.0,SP,64,4,106.0,33.0,126.0,183.0,259.0,Min-Max,0.00406173842405,1231.0,529.0,122,3360.2078011,115.0,3611.77876616,12.6076338291,3624.48295999,0.0,100%,1058.0,333.0,15,126,14,14,0.0,SP-psplib_j1617_10.mm-psplib_j1615_5.mm-psplib_j1662_1.mm-psplib_j1653_3.mm,Diamond,1236.0,448.0,1048.2,60%,986.0
60,SP-psplib_j1657_5.mm-psplib_j1642_3.mm-psplib_j1640_4.mm-psplib_j169_3.mm,20,1.0,20,3.0,SP,64,4,327.0,144.0,114.0,90.0,342.0,Min-Max,0.0232997481108,1588.0,521.0,103,2114.65965295,223.0,3584.17448902,42.479238987,3626.74842596,0.0,100%,1152.0,452.0,27,127,13,14,87.0,SP-psplib_j1657_5.mm-psplib_j1642_3.mm-psplib_j1640_4.mm-psplib_j169_3.mm,Diamond,1625.0,675.0,1030.8,60%,1030.0
60,SP-psplib_j1627_1.mm-psplib_j1612_4.mm-psplib_j1635_7.mm-psplib_j1622_3.mm,20,1.0,20,3.0,SP,64,4,154.0,93.0,70.0,109.0,234.0,Min-Max,0.0423011844332,1182.0,536.0,63,1874.93927884,86.0,3650.13447094,12.8099625111,3663.02275491,0.0,100%,977.0,340.0,10,78,13,16,36.0,SP-psplib_j1627_1.mm-psplib_j1612_4.mm-psplib_j1635_7.mm-psplib_j1622_3.mm,Diamond,1232.0,426.0,1015.2,60%,1008.0
60,SP-psplib_j1624_8.mm-psplib_j1658_7.mm-psplib_j1626_9.mm-psplib_j1646_1.mm,20,1.0,20,3.0,SP,64,4,163.0,173.0,104.0,17.0,313.0,Min-Max,0.0,1804.0,521.0,147,3157.36153603,175.0,3132.71544719,27.1239628792,3159.9418149,0.0,100%,924.0,282.0,21,148,13,14,513.0,SP-psplib_j1624_8.mm-psplib_j1658_7.mm-psplib_j1626_9.mm-psplib_j1646_1.mm,Diamond,1804.0,457.0,988.2,60%,974.0
60,SP-psplib_j1638_4.mm-psplib_j1620_8.mm-psplib_j1643_2.mm-psplib_j1651_4.mm,20,1.0,20,3.0,SP,64,4,255.0,189.0,185.0,265.0,230.0,Min-Max,0.00371747211896,1883.0,544.0,72,1376.29832292,241.0,3653.90147877,16.821901083,3670.8094461,0.0,100%,1197.0,653.0,28,106,12,20,222.0,SP-psplib_j1638_4.mm-psplib_j1620_8.mm-psplib_j1643_2.mm-psplib_j1651_4.mm,Diamond,1890.0,894.0,949.2,60%,931.0
60,SP-psplib_j2029_6.mm-psplib_j2060_6.mm-psplib_j2041_1.mm-psplib_j2023_9.mm,20,1.0,20,3.0,SP,80,4,250.0,95.0,154.0,127.0,330.0,Min-Max,0.0618955512573,1551.0,639.0,70,2890.80052686,160.0,3659.64007044,10.8165154457,3670.54951596,0.0,100%,1121.0,466.0,19,77,12,18,52.0,SP-psplib_j2029_6.mm-psplib_j2060_6.mm-psplib_j2041_1.mm-psplib_j2023_9.mm,Diamond,1647.0,626.0,999.6,60%,988.0
60,SP-psplib_j2054_4.mm-psplib_j2044_6.mm-psplib_j2037_10.mm-psplib_j2038_7.mm,20,1.0,20,3.0,SP,80,4,161.0,101.0,96.0,57.0,416.0,Min-Max,0.0126582278481,1501.0,661.0,74,1231.21653795,137.0,3624.73907065,14.6981112957,3639.54056501,0.0,100%,1417.0,278.0,15,111,14,10,28.0,SP-psplib_j2054_4.mm-psplib_j2044_6.mm-psplib_j2037_10.mm-psplib_j2038_7.mm,Diamond,1520.0,415.0,948.6,60%,948.0
60,SP-psplib_j2031_2.mm-psplib_j2047_1.mm-psplib_j2040_2.mm-psplib_j2035_9.mm,20,1.0,20,3.0,SP,80,4,190.0,112.0,157.0,109.0,357.0,Min-Max,0.0842659644503,1519.0,636.0,115,3252.34783792,188.0,3631.66475701,20.0555989742,3651.82809186,0.0,100%,1248.0,380.0,22,121,15,13,86.0,SP-psplib_j2031_2.mm-psplib_j2047_1.mm-psplib_j2040_2.mm-psplib_j2035_9.mm,Diamond,1647.0,568.0,1007.4,60%,1000.0
60,SP-psplib_j2019_5.mm-psplib_j2022_6.mm-psplib_j2041_9.mm-psplib_j2013_10.mm,20,1.0,20,3.0,SP,80,4,197.0,110.0,61.0,132.0,400.0,Min-Max,0.0701415701416,1554.0,659.0,60,1758.77541709,214.0,3708.45203686,17.6257567406,3726.16776109,0.0,100%,1325.0,286.0,26,78,16,12,104.0,SP-psplib_j2019_5.mm-psplib_j2022_6.mm-psplib_j2041_9.mm-psplib_j2013_10.mm,Diamond,1663.0,500.0,987.6,60%,967.0
60,SP-psplib_j2044_9.mm-psplib_j2056_6.mm-psplib_j2044_8.mm-psplib_j2043_7.mm,20,1.0,20,3.0,SP,80,4,97.0,87.0,35.0,25.0,374.0,Min-Max,0.0336726703211,1277.0,646.0,105,2890.44705486,97.0,3723.82460856,16.3032975197,3740.23130584,0.0,100%,1067.0,147.0,11,113,14,11,56.0,SP-psplib_j2044_9.mm-psplib_j2056_6.mm-psplib_j2044_8.mm-psplib_j2043_7.mm,Diamond,1320.0,244.0,1008.6,60%,954.0
60,SP-psplib_j2015_9.mm-psplib_j203_2.mm-psplib_j2034_9.mm-psplib_j2057_6.mm,20,1.0,20,3.0,SP,80,4,109.0,105.0,55.0,9.0,308.0,Min-Max,0.0,1215.0,629.0,61,390.590875149,87.0,462.703686953,7.26645445824,487.591087103,0.0,100%,1150.0,191.0,10,67,15,11,0.0,SP-psplib_j2015_9.mm-psplib_j203_2.mm-psplib_j2034_9.mm-psplib_j2057_6.mm,Diamond,1215.0,278.0,1016.4,60%,941.0
60,SP-psplib_j2048_10.mm-psplib_j2019_7.mm-psplib_j2021_3.mm-psplib_j2048_3.mm,20,1.0,20,3.0,SP,80,4,141.0,121.0,73.0,95.0,328.0,Min-Max,0.0922509225092,1355.0,629.0,65,1276.09051299,135.0,3646.56861019,23.3104913235,3669.98021913,0.0,100%,1112.0,295.0,18,95,13,13,93.0,SP-psplib_j2048_10.mm-psplib_j2019_7.mm-psplib_j2021_3.mm-psplib_j2048_3.mm,Diamond,1480.0,430.0,1037.4,60%,1001.0
60,SP-psplib_j2052_1.mm-psplib_j2052_2.mm-psplib_j2016_7.mm-psplib_j2042_5.mm,20,1.0,20,3.0,SP,80,4,139.0,152.0,114.0,100.0,272.0,Min-Max,0.00420168067227,1428.0,641.0,55,1174.83702683,99.0,3654.63949561,10.3687164783,3665.10198498,0.0,100%,1194.0,406.0,11,76,13,15,16.0,SP-psplib_j2052_1.mm-psplib_j2052_2.mm-psplib_j2016_7.mm-psplib_j2042_5.mm,Diamond,1434.0,505.0,1054.2,60%,1003.0
60,SP-psplib_j2047_8.mm-psplib_j2062_9.mm-psplib_j2043_2.mm-psplib_j2035_9.mm,20,1.0,20,3.0,SP,80,4,127.0,66.0,93.0,118.0,337.0,Min-Max,0.0332390381895,1414.0,666.0,102,3061.99009204,180.0,3740.5215714,16.1859948635,3756.81178713,0.0,100%,1212.0,224.0,20,108,14,10,54.0,SP-psplib_j2047_8.mm-psplib_j2062_9.mm-psplib_j2043_2.mm-psplib_j2035_9.mm,Diamond,1461.0,404.0,1002.6,60%,968.0
60,SP-psplib_j2048_2.mm-psplib_j2061_1.mm-psplib_j2042_5.mm-psplib_j2058_4.mm,20,1.0,20,3.0,SP,80,4,240.0,110.0,177.0,64.0,223.0,Min-Max,0.0134275618375,1415.0,620.0,63,2661.05218101,121.0,3605.39102507,12.699341774,3618.17830992,0.0,100%,1198.0,470.0,15,70,13,15,0,SP-psplib_j2048_2.mm-psplib_j2061_1.mm-psplib_j2042_5.mm-psplib_j2058_4.mm,Diamond,1434.0,591.0,1041.6,60%,981.0
